Mata Pelajaran,Soal,Jawaban,Skor,Keterangan
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,ahlaq mazmumah adalah ahlaq yang tercela ahlaq yang tdk boleh ditiru,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"iri kepada orang lain: Contohnya iri sama temen yang banyak temannya, sombong: contonya pamer habis beli barang barang yang baru, dengki : itu tdk boleh ya temen temen, berbohong : berbohong sama orang tua / guru itu tidak patut di tiru",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena ahlaq mazmumah itu ahlaq yang buruk dan sikap dibiarkan anak anak / orang remaja itu berani sama orang yang lebih tua, tidak patut ditiru",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",akhlaq mazmumah : penerapannya adalah kita harus mengingatkan satu sama lain bahwa akhlaq mazmuah itu tidak pantas di contoh karena ahlak mazmumah adalah ahlaq yang tercela ,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,Berlomba - lomba dalam kebaikan karena berlomba-lomba dlm kebaikan bisa menata hidup Seseorang lebih baik,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"mengerjakan Tugas, membantu teman jika kesulitan, Tidak mencontek, Jujur.",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","menjadi orang yg lebih baik/mempunyai kebiasaan yg baik, kepribadian bagus",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,syu'abul Iman yaitu cabang cabang iman,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"ma'rifatun bi qalbi yaitu beriman dg hati, qaulun bi lisan yaitu berbicara yg baik, ma'rifatun bi qalbi yaitu beriman dg hati",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"Karena Syu'abul iman menerangkan Cara berperilaku yang baik, berbicara yg baik",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,akhlak mazmumah yaitu akhlak tercela atau perilaku buruk,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong, iri, pamer",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",Karena itu Perilaku buruk yg tidak boleh di lakukan jika di biarkan akan berbahaya karena Perbuatan itu Sesuatu yg di larang agama,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",Fastabiqul kharat yaitu berlomba dlm kebaikan karena siswa harus memunyai Prasaan seperti itu,5,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"berlomba-lomba dalam hal kebaikan, karena untuk saling tolong menolong sesama manusia / peduli",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membersihkan Lingkungan sekolah, merebutkan perintah guru untuk membaca al - quran, mengerjakan tugas dengan cepat",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","Menjadi lebih tentram dan rukun, karna tidak ada pertengkaran yang menimbulkan kerugian bagi masyarakat",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,syu'abul iman adalah seorang muslim yg membantu memperbaiki kehidupanna dengan baik,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"tidak suka mencontek, mengerjakan sesuatu dengan cepat, membaca al-quran, membayar zakat, mengerjakan lingkungan dengna bersih",0,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,karena syu'abul iman menjelaskan cara,0,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,orang yang suka menyombongkan diri / mempunyai barang barang yg lebih,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong karna kepintaranya, sombong dgn uang saku, sombong degan apa yang ia punya",0,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena jika dibiarkan lama-lama tambah sombong, dan suka berbohong maka kita harus belajar untuk menghindari itu",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul khoirot : membantu siswa-siswi yg awalnya malas-malasan menjadi tidak malas, dan suka mengerjakan apa apa dengan cepat, tidak menunda nunda, tidak mencotek",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,fastabiqul khoirut berlomba-lomba dalam kebaikan karena perintah berlomba-lomba dalam hal kebaikan itu penting dalam kehidupan seorang muslim karena kita harus berlomba lomba ke dalam hal kebaikan seperti berlomba lomba menolong teman yang kesusahan,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membantu teman yg jatuh, menuntut ilmu & rajin belajar, membantu guru membawakan buku ke kelas",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","dampak posifnya, para Remaja yg membiasakan diri berlomba dalam kebaikan akan menimbulkan rasa membantu, tolong-menolong terhadap masyarakat yg sedang mengalami musibah yg sewaktu-waktu kalau ada bencana banjir aka para remajalah yg Akan membantu masyarakat yg sedang mengalami banjir itu",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,sya'abul iman yaitu zaman zaman iman,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"iman kepada Allah Swt, iman kepada malaikat, iman kepada kitab kitab Allah, iman kepada Rosul dan nabi, iman kepada hari Akhir",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"memahami Syu'bul Iman Akan dapat membantu seorang muslim memperbaiki kualitas hidupnya, yg dulunya ia tidak pernah sholat & tidak pernah membaca Al-quran, sekarang ia rajin sholat & membaca Al-quran",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"Akhlak mazmumah adalah perilaku tercela seperti Gaya foya foya, riya', sum'ah, hasad",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"tiga contoh Akhlak mazmumah, iri (yg dimana ada org si A mempunyai gelang emas baru dan si B ini tahu kalau si A mempunyai gelang emas baru dan si B ini iri degan si A yg mempunyai gelang emas baru), sombong (misal syaa punya teman yg bernama dila, nah dila ini habis beli Hp baru, si Dilla ini pas disekolahan memamerkan Hp barunya di dpn teman temannya), berbohong (misal dikelas teman saya kehilangan pulpenya, teman saya ini tanya tanya ke teman satu kelasnya: Apa ada yg tau pulpenku, dan Ada si B bilang saya tidak tau pulpenya dimana aka itulah disebut berbohong)",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena kalau sifat iri, sombong & suka berbohong dibiarkan akan trus menjadi jadi tidak akn bertobat, berdampak negatif",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul khoirot (berlomba lomba dalam hal kebaikan), karakter di sekolah (seperti giat belajar / belajar dengan bersungguh sungguh, membantu teman yg kesulitan sama tugasnya)",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Berlomba-lomba dalam Kebaikan, menurut saya Kita harus berlomba-lomba Kebaikan hingga Kebaikan itu menjadi Kunci masuknya Jalan Surga",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Jika teman Kita lupa membawa Pensil Kita Pinjami, Ketika Pd saat sekolah Sudah masuk Jam nya Sholat kita ajak Teman kita sholat tanpa menguur waktu, membantu Guru Jika Kesusahan membawa Suatu barang",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","menciptakan kebiasaan yg baik, menJadikan Suatu Seorang mempunyau waktu yg Teratur, dan memiliki tali silaturahmi yg sangat kuat",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,yaitu Segala yg di contai dan di Ridhoi oleh Allah Swt,0,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"Iman kpd allah swt, iman Kpd malaikat allah swt, iman kpd nabi dan Rosul allah swt, iman kpd Takdir allah swt, iman kpd hari ahir",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,di karnakan dari Syuabul iman dengan artinya  sahaja Pasti sudah tentu Karna Segala segala ygdi cintai dan di Ridhoi oleh Allah memiliki makna yg merujuk Pd kebaikan Semua,10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,Ahlak mazmumah adalah suatu ahlak yg  menyebabkan Seorang diri Jauh kpd allah swt,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Riya ( niko mendapatkan Piala hasil lombanya Sendiri, Ia memperlihatkan kpd Rizky untuk menginginginkan Pujian), Takabur ( Doni diberi uang saku 50 Rb dan andi di beri uang saku 10 Rb lalu doni memamerkan yang tsb ke andi), Hasad ( Zeo Pernah memberikan uang Kpd Lezy namun Pd saat lezy baru mempunyai yang Zeo mengungkit ngungkit  uang yg Telah diberinya dahulu menjadikan zeo dengki)",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",Dikarnakan dampaknya di dunia hingga Ahirat Sungguh Besar,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",Dengan menggunakan Ahlak Mazmunah dengan cara ini Seorang yg Pernah melakukan Suatu hal Tersebut akan sadar dan otomatis akan memperbaiki Perilakunya,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Allah memerintahkan manusia untuk berlomba lomba dalam hal kebaikan, dan beramal saleh",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"tdk terlambat datang kesekolah, membantu teman yg sedang kesusahan, mengajak teman untuk berbuat kebaikan",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","terciptanya kebersamaan, lingkungan yg lebih baik, dan memperoleh pahala",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"cabang cabang / bagian bagian iman yg mencakup ucapan, perbuatan, dan keyakinan seorang muslim dalam menjalankan ajaran islam",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"mengucapkan dua kalimat syahadat, mendirikan sholat, membayar zakat, menjaga amanah, bersikap jujur. Jujur berarti berkata dan bebruat sesuai dgn kenyataan tanpa menipu, sehingga menumbuhkan kepercayaan orang lain",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"karena kita menjadi mengetahui kebaikan kebikan yg harus dilakukan, meningkatkan kualitas ibadah dan akhlaq, serta menjadi kebih taat dan berbuat kebaikan dalam kehidupan sehari-hari",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"akhlak mazmumah adalah Penyakit hati yang sering diidentifikasi dengan perilaku buruk/ tercela seperti foya foya, riya, sum'ah, hasad",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"riya ( ada seseorang yang habis membeli perhiasan lalu dia mampir kerumah tetangganya dgn memakai perhiasan yg banyak tsb dan dia dgn sengaja memamerkannya kpd tetangga tsb), foya foya (contohnya seperti kita mempunyai uang yang bisa dibilang  banyak  tetapi kita gunaka uang tsb untuk Belanja belanja barang yg tidak terlalu penting, dan kita melakukannya secara berulang kali), sum'ah (semisal kita beribadah tetapi kita ingin orang lain tau jika kita selesai beribadah "" eh dina aku tadi habis sholat shuha loh"" perilaku seperti itu tdk baik seharusnya hanya kita dan tuhan saja yg mengetahui hal tsb",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena dapat mengakibatkan permusuhan, merusak hub dgn orang lain, membuat seseorang dijauhi, serta merugikan diri sendiri dan lingkungan",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","fastabiqul khoirot merupakan ajaran moral dan keagamaan yg ada di sekolah dapat membantu membentuk karakter siswa menjadi lebih baik seperti disiplin, jujur, bertanggung jawab dan saling menghormati, siswa belajar membedakan mana yg benar dan salah",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"fastabiqul khairat merupakan berlomba-lomba dalam kebikan. Bukan hanya melakukan kebaikan tapi melakukannya dengan banyak, lebih tekun, dan lebih cepat dari yang lain",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membuang sampah pada tempat sampah, membantu teman yang sedang kesulitan mengerjakan Sesuatu, membantu guru yang sedang kesulitan membawa barang",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","mendaoatkan kehidupan yang lebih baik, pahala yang berlipat gandam terhindar dari hal-hal negatif atau godaan setan. Aktifitas yg positif, Serta meraih kebahagiaan dunia dan akhirat",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"Syu'abul Iman adlaah Segala sesuatu / hal yang diCintai dan diridhoi oleh allah swt, dengan mengamalkan kebaikan dapat meningkatkan kualitas iman Seorang mukmin",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"makrifatul Qolbi (hati) (beriman kepada allah swt, beriman kepada malaikat, beriman kepada kitab-kitab, beriman Rasul-rasul, beriman kepada hari akhir), Qoulun bi lisan (lisan), amalu bil Irkan (anggota badan).",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"akan memperkuat keimannya, menumbuhkan akhlak mulia  dan menghindari kesyirikan",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"akhlak mazmumah merupakan penyakit hati sendiri, Perilaku buruk atau tercela  Serta dapat  membahayakan iman",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"riya', takabur, dan hasad, foya foya. Contoh : sifat batin (sombong), ujib (kagum pada diri sendiri), iri dengki, marah perbuatan lisan (ghibah, adu domba, berbohong, dendam). Riya' (ingin medapatkan pujian dari orang lain. Si A pamer dan ingin dipuji oleh si B), takabur ( memiliki sifat sombong, s Doni mempunyai mobil baru dia pamer/sombong dan memamerkannya ke si timo), foya foya (andi mendapatkan uang lebih dan dia ngerasa tisak butuh apa apa lalu dia bersenang senang dgn berfoya foya /  menghambur haburkan uang), hasad ( dengki (melihat orang yang lagi Senang dia merasa  iri  dengki hati, ""kenapa aku tidak bahagia"")",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","dapat merusak diri sendiri, akan menciptakan permusuhan, mendapatkan siksa kubur, dan terhalangnya pintu surga",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","adanya pembiasaan kedisiplinan bertanggung jawab dalam hal apapun, berahlak yang mulia, jujur dimanapun kapanpun, memiliki sikap mandiri, berdiskusi mata pelajaran / nilai siswa",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"makna nya adalah berlomba-lomba dalam kebaikan, karena Fastabiqul Khoirot merupakan Perintah melakukan kebaikan dan merupakan suatu hal yg positif",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membantu teman yg kesusahan, menolong teman yg terkena musibah (jatuh kecelakaan dll) dan membantu teman yg kesusahan dalam belajar",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","terjalin nya tali Persaudaraan, tali silaturah,I, terjadi keharmonisan di masyarakat dll",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"syu'abul iman adalah sy'abul yg berarti cabang-cabang, iman yg berarti keyakinan / kepercayaan",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"ma'rifatun Bi kalbi, Kaulun bi lisan, Amalin Bi Arkan. Makna dari Amalun bi Arkan Adalah Beriman dg perbuatan yg baik",0,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"Karena di dlm Syu'abul iman terdapat Petunjuk hidup yg baik, perilaku yg baik",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,Adalah Akhlak yg tercela / Buruk,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"hasad  contohnya iri kpd teman yg kaya, riya' contohnya Berfoya foya membeli barang yg tidak perlu, Takabur contohnya sombong merasa paling pintar",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","karena dpt merugikan org lain, dpt menciptakan terjadinya pitnah",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.",Syu'abul iman karena dpt membantu memperbaiki Ahklak perilaku siswa,10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,Fastabiqul Khairat yaitu berlomba-lomba dakam kebaikan,5,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membantu teman yg kesusahan, membantu guru menghapus papan tulis, membuang sampah di tempatnya",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","Maka masyarakat akan damai, tentram dan juga rukun",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,Syu'abul artinya cabang atau bagian sedangkan iman artinya keyakinan / bisa diartikan dg meyakini di dalam ,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"Ma'rifatun bi Qalbi, Amalum bi Arkam, Qaulun bi Lisan",0,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"Karena Syu'bul Iman ini mengisyaratkan tentang hati, lisan dan juga keyakinan",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,Akhlak Mazmumah yaitu sifat/akhlak tercela,10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Foya-foya, Riya', Takabbur",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?",Karena dapat membuat orang tsb selalu mempunyai niat buruk kpd orang yang ia dengki,10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Fastabiqul Khairat, penerpan materi nya yaitu mengajarkan anak-anak agar selalu berlomba-lomba dalam melakukan hal baik",5,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Fastabiqul khoirot artinya berlomba-lomba dlm kebaikan. Istilah ini mengajarkan agar manusia cepat, Semangat, dan Saling mendahului dlm melakukan kebaikan",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"membersihkan kelas sebelum pelajaran di mulai, menghormati dan menghargai guru, Tdk membuang Sampah Sembarangan",10,Jawaban Siswa
Pendidikan Agama Islam,"Menurutmu, apa dampak positif bagi masyarakat jika remaja membiasakan diri berlomba dalam kebaikan?","membentuk karakter Positif (ketika seseorang terbiasa mendahului dlm melakukan kebaikan. Ia akan menjadi Pribadi yang lebih jujur, peduli, dan tanggung jawab)",10,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan apa yang dimaksud dengan Syu’abul Iman,"Syu'abul iman yg artinya Cabang cabang iman, yaitu bagian bagian iman dan bentuk bentuk perbuatan dan sikap yg baik menunjukkan keimanan seseorang",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan lima cabang iman dan jelaskan makna salah satunya,"menghargai orang lain, mengucapkan 2 kalimat syahadat, sholat, bersikap jujur, dan menepati janji. Bersikap jujur, kejujuran adalah cabang iman yg paling penting krn menunjukkan kesucian hati & ketulusan seseorang",10,Jawaban Siswa
Pendidikan Agama Islam,Mengapa memahami Syu’abul Iman dapat membantu seorang muslim memperbaiki kualitas hidupnya?,"Dengan mnegetahui berbagai cabang iman, kita jadi sadar mana sifat dan perilaku yg perlu di perbaiki, sprt kejujuran, disipllin, sabar dan peduli",10,Jawaban Siswa
Pendidikan Agama Islam,Apa yang dimaksud dengan Akhlaq Mazmumah? Jelaskan dengan bahasamu sendiri,"Akhlak / perilaku yg buruk yg tidak disukai diajari dlm sifat-sifat buruk yg harus di hindari Seseorang menjadi pribadi yg baik, berkahlak mulia, dan disukai Allah dan manusia",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh akhlaq mazmumah di kalangan remaja sekarang dan berikan contoh perilaku yang menggambarkannya,"Sombong, iri hati / dengki, bohong",10,Jawaban Siswa
Pendidikan Agama Islam,"Mengapa akhlak mazmumah seperti sombong, iri, atau suka berbohong sangat berbahaya jika dibiarkan?","Akan membentuk kepribadian yg tidak baik, jika terus dilakukan perilaku tercela membuat seseorang sulit berubah dan tidak di sukai di lingkungan rumah, sekolah, maupun masyarakat",10,Jawaban Siswa
Pendidikan Agama Islam,"Pilih salah satu: Fastabiqul Khoirot, Syu'abul Iman, atau Akhlaq Mazmumah. Jelaskan bagaimana penerapan materi tersebut dapat memperbaiki suasana dan karakter siswa di sekolah.","Akhlaq Mazmumah, menanamkan nilai kejujuran dlm keseharian, membangunkan disiplin melalui aturan yg konsisten, menghargai usaha bukan hanya hasil, mendorong kerjasama & gotong royong",0,Jawaban Siswa
Pendidikan Agama Islam,Jelaskan dengan bahasamu sendiri apa makna Fastabiqul Khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim.,"Fastabiqul khoirot yang artinya ""berlomba-lomba dalam kebaikan"" bagi orang muslim ini penting karena jika Sering melakukan kebaikan dan juga bermanfaat bagi orang lain maka kita akan di beri kan pahala yang cukup besar",10,Jawaban Siswa
Pendidikan Agama Islam,Sebutkan tiga contoh perilaku Fastabiqul Khoirot di lingkungan sekolah,"Contoh perilaku Fastabiqul Khorot pd lingkungan sekolah seperti, Menolong teman yang telah jatuh, Meminjami teman pensil atau penghapus jika tidak punya, mendengarkan dan memahami ketika guru menerangkan",10,Jawaban Siswa
