Mata Pelajaran_clean,Soal_clean,Jawaban_clean,Keterangan_clean,Skor
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,di indonesia banyak keberagaman di indonesia ada suku ras budaya agama karena kita di indonesia kita harus tetap satu tujuan,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman adalah untuk mengajarkan kebijakan atau taat kesatuan adalah suatu suku ras kita tetap saudara,jawaban siswa,0.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman kita harus menghormati dan menghargai yang berbeda agama kesatuan bangsa indonesia harus bersatu dan tidak boleh berpecah belah,jawaban siswa,10.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yaitu suatu yang beragam banyak jenis atau macam macam pilihan kesatuan yaitu bersatu yang bermakna walau berbeda tetap bersatu,jawaban siswa,0.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yang berarti beragam atau berbeda kesatuan yang berarti bersatu jadi makna bhineka tunggal ika secara kontekstual keberagaman yang bersatu,jawaban siswa,0.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yaitu macam macam suku budaya kesatuan yaitu indonesia,jawaban siswa,0.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,yang di maksud keberagaman dan kesatuan ialah keberagaman yang berada dalam indonesia sangat lah banyak dari suku ras bahasa adat dan agama sedangkan kesatuan ialah warga indonesia sangatlah rukun dan bersatu jika ada bencana atau hal hal buruk warga indonesia akan bersatu untuk mengumpulkan donasi,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman bhineka kesatuan tunggal ika dalam kitab kakawin sutasoma mpu tantular kedua unsur ini seimbang dan saling melengkapi,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman di indonesia ada berbagai macam keragaman seperti ras suku agama dan budaya kesatuan maka dengan adanya perbedaan itu kita harus tetap bersatu dan jadikn perbedaan itu sebgai kesatuan,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman kita memiliki berbagai perbedaan kesatuan tetapi kita tetap bersatu,jawaban siswa,0.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keagamaan kesatuan,jawaban siswa,0.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,berbeda dalam keberagaman kesatuan kita harus menyatu,jawaban siswa,0.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yang artinya berbeda beda kesatuan yang artinya mempersatukan bangsa indonesia,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,kalimat yang kemudian kita jadikan sebagai semboyan republik indonesia,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhinneka tunggal ika ini semboyan dari mpu tantular dan semboyan ini diambil dari kirab sutasoma,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bersatu kita teguh bercerai kita runtuh atau berbeda beda tetapi tetap satu jua,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika adalah semboyan bangsa indonesia yang berarti berbeda beda tetapi tetap satu,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika adalah semboyan bangsa indonesia dan menjadi dasar persatuan bangsa indonesia bhineka tunggal ika berasal dari kitab sutasoma karya mpu tantular pada masa majapahit,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,seluruh bangsa indonesia,jawaban siswa,0.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,sebagai pedoman hidup bangsa indonesia,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,secara harfiah bhinneka artinya keberagaman tunggal satu dan ika artinya itu jika digabung menjadi berbeda beda tetap satu secara historis bhinneka tunggal ika ialah semangat bersatu dalam konteks keberagaman agama secara kontekstual yaitu perbedaan dalam keberagaman merupakan kesatuan dari bangsa indonesia,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,problemisasi yang dibacakan oleh ir soekarno,jawaban siswa,0.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhinneka tunggal ika secara arfia bhinneka artinya beragaman tunggal artinya satu ika artinya itu secara istonis bhineka tunggal ika adalah semangat bersatu dalam kontes beragaman,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika yaitu berbeda tetapi tetap satu jua sembyan ini menegakkan arti persatuan di tengah keberagaman ras suku agama dan budaya,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhinneka tunggal ika ialah perbedaan setiap ras suku dan budaya,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,berbeda beda tetapi tetap satu jua,jawaban siswa,0.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika yaitu berbeda beda tetapi tetap satu jua yang artinya bahwa kita semua tidak perlu memandang perbedaan apapun jika ingin bersatu tetapi kita perlu bersatu untuk melakukan apapun tanpa memandang apapun untuk mencapai keberhasilan dan kedamaian,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhinneka tunggal ika yang berasal dari jawa kuno kitab sutasoma karya mpu tantular pada abad kerajaan majapahit berbeda beda tetapi tetap satu jua yang diambil dari kitab sutasoma,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,semboyan bhinneka tunggal ika ini menegaskan dan melambangkan persatuan ditengah keberagaman ras suku budaya yang dirumuskan oleh founding fathers sebagai pondasi nkri semboyan ini melambangkan walaupun berbeda ras suku dan budaya tapi tetap bersatu dalam kesatuan bangsa indonesia,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika yang artinya berbeda beda tetapi tetap satu jua dan juga memiliki nilai keberagaman dan kesatuan republik indonesia,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhinneka tunggal ika yaitu berbeda beda berbeda secara fisik kepercayaan bahasa budaya suku tetapi tetap satu jua atau satu tujuan,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,berbeda beda tetapi tetap satu jua perbedaan dalam keberagaman,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika berbeda beda tetapi tetap satu jua semboyan ini diambil dari ajaran toleransi dalam kitab kawitan sutasoma,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika yaitu berbeda beda tetapi tetap satu jua,jawaban siswa,0.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika adalah kalimat yang berasal dari kitab sutasoma yang di jadikan untuk landasan semboyan republik indonesia,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika adalah salah satu bait yang ada pada kitab sutasoma yang artinya berbeda beda tetapi tetap satu kemudian dijadikan sebagai semboyan bangsa indonesia dengan lambang burung garuda semboyan tersebut ada pada kaki burung garuda dengan pita,jawaban siswa,10.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika merupakan walaupun berbeda beda tetapi satu bangsa yaitu indonesia,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,indonesia memiliki banyak ras suku budaya dan bahasa tetapi hanya memiliki satu tujuan yaitu memajukan indonesia melestarikan budaya ras suku,jawaban siswa,0.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,berbeda beda tetapi tetap satu jua yaitu mempersatukan bangsa indonesia meskipun berbeda suku ras agama dan budaya,jawaban siswa,5.0
pendidikan pancasila,narasikan apakah itu bhineka tunggal ika,bhineka tunggal ika berarti berbeda beda tetapi tetap satu jua yaitu meskipun kita berbeda suku ras agama dan budaya kita tetap harus saling menghormati menghargai,jawaban siswa,10.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,perbedaan ras suku bangsa,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,majapahit,jawaban siswa,10.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,perbedaan ras suku dan budaya,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,perbedaan agama antara hindu dan budha pada kerajaan majapahit,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,indonesia,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,republik bangsa indoneisa,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,mpu tantular terhadap sutasoma,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,kitab sutasoma,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,semboyan bhineka tunggal ika erupakan respons dari mpu tertukar terhadp,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,semboyan bhineka tunggal ika merupakan respons mpu tantular terhadap keberagaman atau perbedaan bangsa indonesia seperti beragamnya ras suku bahasa agama budaya dan lain lain,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,perselisihan di tengah perbedaan,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,perbedaan suku dan ras,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,terhadap seseorang yang memiliki perbedaan tetapi membangun kesatuan negara yang indah antara posisi rendah maupun diatas,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,perbedaan ras suku budaya dan bahasa,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,terhadap keberagaan dan kesatuan,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,terhadap masyarakat mataram karena adanya perselisihan di tengah tengah perbedaan mereka mpu tantular ingin memberi nasehat kepada masyarakat bahwa mataram walaupun berbeda beda tetapi tetap satu,jawaban siswa,10.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,keberagaman yang ada,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,kerajaan majapahit,jawaban siswa,10.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,keadaan masyarakat nusantara yang berbeda beda,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,banyaknya perbedaan pada warga indonesia dari suku ras adat istiadat bahasa dan masih banyak lagi yang membedakan warga dan beda daerah tetapi tetap bersatu,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,sikap toleransi dari perbedaan yang beragam dimasyarakat pada masa kerajaan maja pahit,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,bhinneka tunggal ika berarti berbeda beda tetapi tetap satu jua atau perbedaan dalam keberagaman merupakan kesatuan dari bahasa indonesia,jawaban siswa,10.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,bangsa indonesia,jawaban siswa,0.0
pendidikan pancasila,pada salah satu bait di kitab tersebut sutasoma terdapat kalimat yang kemudian kita jadikan sebagai semboya republik indonesia yakni bhinneka tunggal ika yang berarti berbeda beda tetapi tetap satu jua semboyan bhinneka tunggal ika merupakan respon dari mpu tantular terhadap,kemerdekaan indonesia dan nilai bekerja samannya,jawaban siswa,0.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,tidak tau,jawaban siswa,0.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,tidak menolong tidak mau gotong royong tidak menghargai,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,maknanya,jawaban siswa,0.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,bermalas malasan,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,kenikmatan,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,kecuali,jawaban siswa,0.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,tidak ikut mengikuti gotong royong dan tidak membantu membersihkan yang kotor seperti selokan dan lain lain,jawaban siswa,0.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,nonfisik atau tanpa tenaga fisik tubuh,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,tidak ada,jawaban siswa,0.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,semaunya sendiri tidak mau menerima pendapat orang lain individu keras kepala bermalas malasan,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,tidak mengikuti atau membantu gotong royong yang sudah direncanakan yang berdampak akan mempersulit gotong royong dan kurangnya rasa kebersamaan,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,tidak menolong tidak saling menghargai tidak saling menghormati,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,sikap individualisme persaingan bebas mengharap imbalan atau pamrih,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,kecuali orang orang yang melakukannya dengan cara sendirian tidak sama orang lain maka tidak termasuk nilai nilai luhur dampaknya terdapat perpecahan dan perselisihan memberatkan suatu pekerjaan,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,tidak menghargai perbedaan ras tidak bisa kerja sama membuat onar ketika kegiatan gotong royong,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,nilai nilai luhur,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,mengotorkan lingkungan tidak ikut bersih bersih,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,membeda bedakan tidak mau bekerja sama,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,membayarkan spp teman,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,tidak menyukai kebersamaan,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,mempersulit pekerjaan,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,menghargai tolong menolong jujur sopan,jawaban siswa,0.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,sikap individualisme bersaing secara bebas mengharap imbalan,jawaban siswa,10.0
pendidikan pancasila,sebagai identitas budaya bangsa indonesia tradisi gotong royong sarat dengan nilai nilai luhur berikut ini nilai nilai luhur yang terkandung dalam tradisi gotong royong kecuali,kecuali orang orang yang melakukannya,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif adalah industri yang mengandalkan kreativitas ide dan kemampuan manusia untuk menghasilkan produk yang bernilai ekonomi,jawaban siswa,10.0
seni,jelaskan industry kreatif,sektor ekonomi yang berfokus pada penciptaan produksi dan diindustrikan kaya seni rupa yang memiliki nilai estetika budaya,jawaban siswa,10.0
seni,jelaskan industry kreatif,membuat karya seni rupa dimensi dan unsur unsur seni rupa,jawaban siswa,0.0
seni,jelaskan industry kreatif,industri kreatif adalah sektor ekonomi yang berfokus pada penciptaan nilai tambah melalui pemanfaatan kreativitas ketermpilan dan bakat individu,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri yang menciptakan barang baru,jawaban siswa,0.0
seni,jelaskan industry kreatif,industri kreatif adalah,jawaban siswa,0.0
seni,jelaskan industry kreatif,industri yang hampir mencakup segala aspek,jawaban siswa,0.0
seni,jelaskan industry kreatif,industri kreatif yaitu suatu industri yang mengandalkan kreativitas ide dan kemampuan manusia untuk menghasilkan produk yang bernilai ekonomi,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif adalah sektor industri yang mengandalkan kreatif ide dan juga bakat,jawaban siswa,5.0
seni,jelaskan industry kreatif,kreativitas dan bakat dan keterampilan individu untuk menghasilkan nilai,jawaban siswa,0.0
seni,jelaskan industry kreatif,industri kreatif adalah kegiatan ekonomi yang mengandalkan kreativitas ide dan bakat untuk menghasilkan produk bernilai jual,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif adalah sektor ekonomi industri yang mengandalkan pada kreatif ide dan juga bakat,jawaban siswa,5.0
seni,jelaskan industry kreatif,industri kreatif adalah industri yang mengandalkan kreativitas ide dan bakat untuk menghasilkan produk atau jasa bernilai ekonomi,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif ialah yang mendukung perekonomian industri karya seni,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif adalah sektor ekonomi yang berfokus pada penciptaan produksi dan distribusi karya seni rupa yang memiliki nilai estetika,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif adalah industri ekonomi kreatif yang menggunakan seni rupa dua dimensi untuk menghasilkan uang,jawaban siswa,5.0
seni,jelaskan industry kreatif,tidak ada,jawaban siswa,0.0
seni,jelaskan industry kreatif,industry kreatif sektor ekonomi yang berfokus pada penciptaan produksi dan distribusi karya seni rupa yang memiliki nilai estetika budaya dan ekonomi,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif dalam seni rupa yaitu sektor ekonomi yang berfokus pada penciptaan produksi dan distribusi karya seni yang memiliki nilai estetika budaya dan ekonomi,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif adalah penjualan dari seni seni yang telah dibuat mau dari seni rupa seni sastra dan seni terapan,jawaban siswa,10.0
seni,jelaskan industry kreatif,industri kreatif ialah dimana suatu program yang memamerkan karya seni buatan keren secara kreatif dengan bahan bahan yang biasa menjadi luar biasa,jawaban siswa,0.0
seni,jelaskan industry kreatif,yaitu sektor ekonomi yang berfokus pada pencipta produksi dan distribusi karya seni rupa yang memiliki nilai estetik budaya ekonomi,jawaban siswa,10.0
